Column1,Column2,Column3
@yourekg_classss,@SethMacFarlane,RT
@cripplinirony,@cripplinirony,Tweet
@chikulawayoo,@asherhuey,RT
@mendibuba,@PRESlDENTBANNON,RT
@__ichasedreams,@Phil_Lewis_,RT
@coaltown_mom,@SenBobCasey,RT
@Corinnetercours,@daveanthony,RT
@kahleyr2011,@Impeach_D_Trump,RT
@maryann_penza,@AmyMek,RT
@asaganich,@LeahR77,RT
@pipasunshine,@kumailn,RT
@reallyatrashcan,@Pres_Bartlet,RT
@SLapprich,@Heritage,RT
@Michael322016,@AmyMek,RT
@GlosGreen,@brianklaas,RT
@Ragnarok,@Ragnarok,Tweet
@kacycatt,@ItsDanSheehan,RT
@Wildwildquest,@RichardBSpencer,RT
@deesurgtec,@AlanHagueATD,RT
@Falcon_Fiver,@Falcon_Fiver,Tweet
@TheRedHeadedLad,@SethMacFarlane,RT
@nspiegelgotsch,@GeorgeTakei,RT
@the_cushionlady,@GeorgeTakei,RT
@dayan45s,@owillis,RT
@NewWhirrledOdor,@ALT_DOJ,RT
@The_Auror,@ItsDanSheehan,RT
@la_therapist,@CraigRozniecki,RT
@14_brown,@ItsDanSheehan,RT
@threeoclock,@threeoclock,Tweet
@robininny,@AltNatParkSer,RT
@3loudosboys,@MMFlint,RT
@shiksagirlfrend,@SenCoryGardner,Reply
@thenurse75,@StephenAtHome,RT
@Beagle_elie,@OnionPolitics,RT
@carmic14,@MariaLangholz,RT
@antitoes,@catvalente,RT
@keishajo9,@StephenAtHome,RT
@emireeshigfreed,@BrianWithCheese,RT
@SuckaFreeTee,@SuckaFreeTee,Tweet
@julia_985,@Pres_Bartlet,RT
@kuhar_l,@Latinos4Trump16,RT
@kuhar_l,@FoxNews,Mention
@kuhar_l,@Watchup,Mention
@morrigu99,@brianklaas,RT
@gjorgy1,@GeorgeTakei,RT
@rach_usa,@BET,RT
@reaVOICEson,@jobeckerhrw,RT
@19magickman64,@RubyCodpiece,RT
@ommzms,@LabSplice,RT
@NilIgiturMors,@GeorgeTakei,RT
@FakesMsm,@DailySignal,RT
@Ashlinglkelly,@ALT_DOJ,RT
@KCSwain99,@mccarranthe2nd,RT
@KCSwain99,@CarolinemUSMC,Mention
@KCSwain99,@chemical_markxx,Mention
@guillory_barb,@Jn57Tina,Reply
@guillory_barb,@xXBROKENXx1981,Mention
@guillory_barb,@steph93065,Mention
@b_murphyy,@b_murphyy,Tweet
@IvanFdez00,@JohnCornyn,Reply
@IvanFdez00,@Chase,Mention
@ME49er,@wilw,RT
@cutecamreen,@KamalaHarris,RT
@cutecamreen,@SenateDems,Mention
@cutecamreen,@C,Mention
@alyciacheng,@StephenAtHome,RT
@karposipov86,@HahnAmerica,RT
@karposipov86,@HahnAmerica,Mention
@karposipov86,@EatPrayVo,Mention
@modelmaker701,@GeorgeTakei,RT
@lynnrose789,@lynnrose789,Tweet
@marknpt,@GeorgeTakei,RT
@homosapiens23,@JohnFugelsang,RT
@prettymeadow,@prettymeadow,Tweet
@jason_yanakis,@thinkprogress,RT
@MNettiePalmer,@Munson1897,RT
@MNettiePalmer,@MMFlint,Mention
@laurraejay,@ChloeBennet4,RT
@mm_galley,@mynameisntdave,RT
@outspokenwitch,@nodirectioncasa,RT
@coiewcats,@SenSanders,RT
@magiclucille,@moiseschiu,RT
@georgestategov,@USATODAY,RT
@Sibenjam,@SethMacFarlane,RT
@Hilary_Saunders,@Hilary_Saunders,Tweet
@ernestkuffar,@AltNatParkSer,RT
@cuteaggression_,@Felix_Clay,RT
@iPrincessBitch,@MrTommyCampbell,RT
@krstnwst,@GeorgeTakei,RT
@peterknegt,@bradlander,RT
@svinyasa,@StephenAtHome,RT
@kendall_sirica,@esheikh_,RT
@sophiehill1414,@OnionPolitics,RT
@knittiotsavant,@DrJillStein,Reply
@ElaineTorrence,@MiyaTokumitsu,RT
@bfbymazzystar,@1Lcampesino,RT
@mcsugarbuzz,@MMFlint,Reply
@BKestenbaum7,@CREDOMobile,RT
@BKestenbaum7,@SenateGOP,Mention
@MrsAdrienneBosh,@theRza2u,RT
@TitleIXASAP,@trainEDlegal,RT
@3loudosboys,@EdwardTHardy,RT
@JakeFromCA,@AmyMek,RT
@jshirley,@jshirley,Tweet
@macg0877,@GeorgeTakei,RT
@ThievingCat,@joss,RT
@springyardsale,@YoungDems4Trump,RT
@joshsolis,@MichaelBerrySho,RT
@93Phils87Flyers,@Neoavatara,Reply
@93Phils87Flyers,@redsteeze,Mention
@Al_Daboul,@ItsDanSheehan,RT
@BeanieButler,@ajcb1030,RT
@thus_spake,@thus_spake,Tweet
@donnamoon81146,@TallahForTrump,RT
@donnamoon81146,@VP,Mention
@jessicacjones14,@GeorgeTakei,RT
@GrammaNumnums,@AmyMek,RT
@bengriffeybeatz,@AmyMek,RT
@RevdKenHoward,@RevdKenHoward,Tweet
@briannablaa,@briannablaa,Tweet
@_Merlyn,@wilw,RT
@D_Naveira,@kurteichenwald,RT
@katfarr1,@deannapetty,RT
@PepinLachance,@BadAstronomer,RT
@bravestcoward,@tariqnasheed,RT
@foggybottomgal,@misterpatches,RT
@cwconville,@TiffanyConville,RT
@happylilcamper,@ALT_DOJ,RT
@OhMyLaurenizer,@girlsreallyrule,RT
@quailcrown,@CraigCons,RT
@RainyTuesday,@RainyTuesday,Tweet
@KaraLynnClingan,@ItsDanSheehan,RT
@southernm61,@CREDOMobile,RT
@southernm61,@SenateGOP,Mention
@cmartineau137,@SenJohnMcCain,Reply
@ambrosiamonkey,@OnionPolitics,RT
@Miss_Raji,@ItsDanSheehan,RT
@yo_coiley,@ALT_DOJ,RT
@thecvail,@senrobportman,Reply
@kiaraapee,@1Lcampesino,RT
@2_Fli_Ty,@YourAnonNews,RT
@Sparkie67,@GeneMcVay,RT
@crossleyphoto,@SethMacFarlane,RT
@Kluvza,@RowanBlanchard,RT
@Seabright2011,@stevesilberman,RT
@Seabright2011,@xdelmar59,Mention
@youlosenordys,@AmyMek,RT
@estevebyers,@ItsDanSheehan,RT
@k_deplorable,@Corporatocrazy,RT
@emmassopunk,@RowanBlanchard,RT
@IreneGomezam123,@weprogressives,RT
@its_angtastic,@RepHankJohnson,RT
@Corinnetercours,@danpfeiffer,RT
@churchofstacey,@wilw,RT
@VGCaminneci,@DisavowTrump16,RT
@MastaChaOS,@kumailn,RT
@PrincessAshton4,@huntigula,RT
@cferrer777,@ScottPresler,RT
@jamesfraleigh,@alexandraerin,RT
@nelson0874,@SenSchumer,RT
@extatosoma,@SethMacFarlane,RT
@annrutherford7,@CREDOMobile,RT
@annrutherford7,@SenateGOP,Mention
@YaZhynka,@YaZhynka,Tweet
@artemis1954,@Green_Footballs,RT
@artemis1954,@DrJillStein,Mention
@DamienBourn,@TallahForTrump,RT
@DamienBourn,@SenatorCollin,Mention
@YahooNews,@YahooNews,Tweet
@Daytonanurse,@jobeckerhrw,RT
@PyresRPGear,@RogueNASA,RT
@PyresRPGear,@gizmodo,Mention
@blairs7x70,@POTUS,Reply
@blairs7x70,@mike_pence,Mention
@arieldayworth,@TalkNerdyToMe72,RT
@IMPaolaC,@SethMacFarlane,RT
@LewVen,@AmyMek,RT
@kkalmes2,@qhardy,RT
@agedneverold,@KevinFarzad,RT
@jaye_RBP,@Diane_7A,RT
@Mo_Rease,@QuantessentialR,Reply
@BombayFred,@Impeach_D_Trump,RT
@cindeyah81,@kumailn,RT
@sheenA_8886,@ALT_DOJ,RT
@sheenA_8886,@AltNatParkSer,Mention
@MeTyWil,@YoungDems4Trump,RT
@keishajo9,@SethMacFarlane,RT
@Candyland1125,@StephenAtHome,RT
@__neworder__,@faaitthhhhh,RT
@Ryan_Link,@amprog,RT
@Pawpawwenger,@nodirectioncasa,RT
@wogletree,@FailGOP,RT
@KeoniGohan,@SpecialKMB1969,RT
@zachary4169,@charliekirk11,RT
@benprofane,@the_kerrak,RT
@Scottlagan,@GeorgeTakei,RT
@douxcecile,@StephenAtHome,RT
@Al36483341,@pootie5,RT
@Al36483341,@SenMarcoRubio,Mention
@deltamike8387,@alaskantexanQCT,RT
@Shearere13,@JewhadiTM,RT
@RayburnThompson,@RayburnThompson,Tweet
@princessmom122,@princessmom122,Tweet
@GlennCuthbertso,@TheLewisBlack,RT
@araitatsuya,@thehill,RT
@femalemusician,@danpfeiffer,RT
@samandslytherin,@SethMacFarlane,RT
@cindy_mellonn,@superwebstercsd,RT
@AmyKeisling,@AmyKeisling,Tweet
@OlivieAccent,@brianklaas,RT
@Jepfr,@LivingBlueinRed,RT
@rldcarync,@mitchellvii,RT
@FreeSpiritBxtch,@MichaelSkolnik,RT
@ksmigd,@NBCNews,RT
@ksmigd,@NBCOUT,Mention
@VeronicaLyne1,@ItsDanSheehan,RT
@USATODAY,@USATODAY,Tweet
@emmematsu,@StephenAtHome,RT
@DruEalons,@stevesilberman,RT
@DruEalons,@xdelmar59,Mention
@perfiliikirill3,@HahnAmerica,RT
@perfiliikirill3,@HahnAmerica,Mention
@perfiliikirill3,@EatPrayVo,Mention
@Jazirans,@SethMacFarlane,RT
@iPaula01,@RogueNASA,RT
@iPaula01,@gizmodo,Mention
@TheRealRoseDiV,@AntonioArellano,RT
@TheRealRoseDiV,@BetsyDeVos,Mention
@omgness4real,@JoshNoneYaBiz,RT
@SocialInLA,@SocialInLA,Tweet
@Idennovi,@deray,RT
@bskiados,@EdwardTHardy,RT
@xnatalia902x,@PopCrush,RT
@xnatalia902x,@LaurenJauregui,Mention
@xnatalia902x,@MichelleVisage,Mention
@roepme,@AmyMek,RT
@Ashmashxox,@RowanBlanchard,RT
@ComleyKyle,@RepAdamSchiff,RT
@ComleyKyle,@usedgov,Mention
@mmcreech,@CREDOMobile,RT
@mmcreech,@SenateGOP,Mention
@Hey_itsMeMads,@Hey_itsMeMads,Tweet
@TinaConsole,@catvalente,RT
@KaylaCarbonell,@jyoungwhite,RT
@JWC41858,@joss,RT
@BDBgoldens3,@GeorgeTakei,RT
@fairchris,@SethMacFarlane,RT
@hellmouse,@imillhiser,RT
@jurylady5,@TwitterMoments,RT
@ProChoiceGMA,@bannerite,RT
@rebelution07,@brianklaas,RT
@favoritemouse,@ParkerMolloy,RT
@GuptillAnne,@SethMacFarlane,RT
@aox_25,@ramonctaylor,RT
@Lookupcolorado2,@DBHnBuckhead,RT
@Lookupcolorado2,@LouDobbs,Mention
@codyboteler,@codyboteler,Tweet
@gdohlke79,@TheDemocrats,RT
@rileyiosborn,@rulajebreal,RT
@dadisababyduck,@keithlaw,RT
@dadisababyduck,@SenToomey,Mention
@ricardoza,@StephenAtHome,RT
@BlaurockL,@YoungDems4Trump,RT
@BlaurockL,@SenatorCollins,Mention
@BlaurockL,@lisamurkowski,Mention
@lspeelman8,@JohnFugelsang,RT
@TwinSiSTAR,@CharlesMBlow,RT
@RobertH01920864,@weprogressives,RT
@Propnose,@StephenAtHome,RT
@wnwagner,@MordorNPS,RT
@YMcglaun,@S1776frdm,RT
@carmic14,@WilcoMeThat,RT
@BrianRunsThis,@TwitterMoments,RT
@Bree000007,@AmyMek,RT
@feelingofagaze,@brianklaas,RT
@checkissuing,@checkissuing,Tweet
@NetoPeriodista,@NetoPeriodista,Tweet
@KateMPorter,@SethMacFarlane,RT
@vigittafajita,@vigittafajita,Tweet
@aminahmary,@StephenAtHome,RT
@alvina_fokina,@HahnAmerica,RT
@alvina_fokina,@HahnAmerica,Mention
@alvina_fokina,@EatPrayVo,Mention
@A_Cra2ed_Zombie,@pattonoswalt,RT
@justjoeaz1,@justjoeaz1,Tweet
@lauren_richelle,@StephenAtHome,RT
@The_Jesus_Mural,@DofWinning,Reply
@The_Jesus_Mural,@SenSanders,Mention
@Kelsie,@Kelsie,Tweet
@Redrum_of_Crows,@CharlesMBlow,RT
@MichelleAnnSchu,@pslweb,RT
@alicia_helbeck,@SethMacFarlane,RT
@_LovelyShihani,@latimes,RT
@JWEesquire,@tonyposnanski,RT
@megancmoss,@TheDailyEdge,RT
@mydenimjcket,@logurra,RT
@GoodNotGr8,@ItsDanSheehan,RT
@Rightwingdharma,@sean_spicier,RT
@chulesee,@SethMacFarlane,RT
@alexequalsmoney,@GeorgeTakei,RT
@MyTraceElements,@roomonezerosix,RT
@KMOToole,@SethMacFarlane,RT
@caitriona2036,@RowanBlanchard,RT
@SonnyBoninsegna,@SenCapito,Reply
@lou_ann_liguori,@KGBVeteran,RT
@IamLeeya,@antoniodelotero,RT
@ocastrojr,@Diane_7A,RT
@HKeehner,@StephenAtHome,RT
@seiteis,@BrianWithCheese,RT
@angelalsims,@RoyBlunt,Reply
@angelalsims,@SenatorSessions,Mention
@MC333CM,@Diane_7A,RT
@bartbing71,@LabSplice,RT
@silvianicholson,@GeorgeTakei,RT
@Lou74inKC,@GeorgeTakei,RT
@daiki_mamura,@ALT_DOJ,RT
@don_scalise,@StephenAtHome,RT
@pmohs,@brianklaas,RT
@ME49er,@Pres_Bartlet,RT
@lukscan,@feeonline,RT
@cleveland_kl,@SethMacFarlane,RT
@mickimas241,@JohnFugelsang,RT
@mostgladly,@mostgladly,Tweet
@sunnyselby,@StephenAtHome,RT
@DaiseyDoesIt,@ItsDanSheehan,RT
@Electrafied4,@JebSanford,RT
@rob_kempson,@bornmiserable,RT
@smileydevil,@CharlesMBlow,RT
@EssenceofPlaid,@CharlesMBlow,RT
@AliciaTyIer,@YourAnonNews,RT
@Fairybeba6,@1Lcampesino,RT
@mckee202,@AmyMek,RT
@JDub3oh6,@JoyHabeHouston,RT
@EduardoCesarMB,@LibyaLiberty,RT
@LandenBates,@stevesilberman,RT
@LandenBates,@xdelmar59,Mention
@ornris,@brianklaas,RT
@Allamericana69,@WesSmith123,RT
@AnsabSheikh2,@AnsabSheikh2,Tweet
@BriansBrain42,@BriansBrain42,Tweet
@matthewlnystrom,@alexandraerin,RT
@maryann_penza,@AmyMek,RT
@wandering_kae,@RevoltPolitic,RT
@ashleydijon,@amylittlefield,RT
@ashleydijon,@nhannahjones,Mention
@donnamoon81146,@Cernovich,RT
@gdmccutchan,@ALT_DOJ,RT
@DanSharpIBD,@Alt_CDC,RT
@fraracci,@yashar,RT
@Lowgann_,@mommatortuga,RT
@MantisMazins,@MantisMazins,Tweet
@JessIronman,@GeorgeTakei,RT
@orgnzdchaosmom,@orgnzdchaosmom,Tweet
@htwebb,@stevesilberman,RT
@htwebb,@xdelmar59,Mention
@bakerygurl,@TheLewisBlack,RT
@TrumperTrolling,@YourAnonNews,RT
@Maximill_i_am,@ramonctaylor,RT
@stylepip,@Green_Footballs,RT
@stylepip,@DrJillStein,Mention
@zoee_berman,@RVAwonk,RT
@jordankclarke,@lucasjlynch,RT
@thesempai,@Green_Footballs,RT
@thesempai,@DrJillStein,Mention
@TWBiotch,@RogueCPI,RT
@zivathecat0208,@amprog,RT
@giantsteps58,@studiolaguna,Reply
@giantsteps58,@SenFranken,Mention
@giantsteps58,@AjitPaiFCC,Mention
@crysmarquez23,@StephenAtHome,RT
@AgileXTrump,@Impeach_D_Trump,RT
@krstnwst,@deray,RT
@lindseelouwhoo,@SethMacFarlane,RT
@ghost_ofa_ghoul,@esheikh_,RT
@stellademer27,@ItsDanSheehan,RT
@dt_simba333,@jonfavs,RT
@dt_simba333,@JeffFlake,Mention
@dt_simba333,@DeanH,Mention
@EduSamani,@SethMacFarlane,RT
@WIZ_dropbomb,@MelissaStetten,RT
@Priskrillarose,@CREDOMobile,RT
@Priskrillarose,@SenateGOP,Mention
@taceycake,@ItsDanSheehan,RT
@Wildwildquest,@RichardBSpencer,RT
@bells8911,@CharlesMBlow,RT
@CrazyBob48,@funder,RT
@nightshaderose,@ashoncrawley,RT
@agetchel87,@ResistanceParty,RT
@thenurse75,@NefariousNewt,RT
@alyssastew77,@TrueEO,RT
@alyssastew77,@realDonaldTrump,Mention
@khcopeland1,@TheRickyDavila,RT
@HolleSharon,@Oma8612,Reply
@HolleSharon,@Protrump45,Mention
@HolleSharon,@Racheka1,Mention
@jeditreker,@wilw,RT
@gawdz0rz,@Just1MoreAshley,RT
@LynnM9,@LynnM9,Tweet
@MatthiasBeier,@CharlesMBlow,RT
@realbradadkins,@bradlander,RT
@saigatenozu,@SethMacFarlane,RT
@KlinedikeBar,@KlinedikeBar,Tweet
@terrydappel,@mdimarco,RT
@terrydappel,@Alyssa_Milano,Mention
@terrydappel,@lisamurkowski,Mention
@terrydappel,@SenatorCollins,Mention
@BenstksC,@BigStick2013,RT
@advodude,@ParkerMolloy,RT
@jkiddy66,@ReutersPolitics,RT
@Dave_BSH,@LabSplice,RT
@BarbB0925,@Impeach_D_Trump,RT
@DownsviewDan,@jeremyscahill,RT
@MAGAAMERICAN1,@YoungDems4Trump,RT
@LindyAnnEphraim,@itzzkait,RT
@MomMilkshake,@KimStrassel,RT
@Sharieloveslife,@MSEAeducators,RT
@Team_Rich1,@StarTribune,RT
@Team_Rich1,@alfranken,Mention
@patriotgirl53,@Pamela_Moore13,RT
@npr_ed,@npr_ed,Tweet
@Ahab_Of_Gilead,@nytimes,RT
@CADawkins,@CADawkins,Tweet
@MootildaD,@middleageriot,RT
@karyne_luscomb,@wilytone,RT
@karyne_luscomb,@MarcoRubio,Mention
@karyne_luscomb,@SenateGOP,Mention
@karyne_luscomb,@realDonaldTrump,Mention
@DianeBowdler,@GeorgeTakei,RT
@ProChoiceGMA,@GeorgeTakei,RT
@MoSalinas_,@StephenAtHome,RT
@nothinbutbabs,@Phil_Lewis_,RT
@cbrandreth,@AltNatParkSer,RT
@hithisischris,@JuddLegum,RT
@joetwi2,@benshapiro,RT
@ScottsHusband,@ScottsHusband,Tweet
@daanyananan,@jpbrammer,RT
@LinLeePan,@LinLeePan,Tweet
@theupstairskid,@ALT_DOJ,RT
@BarackPanther,@BarackPanther,Tweet
@deannartim,@SenToomey,Reply
@deannartim,@our,Mention
@VerbalWordsmyth,@VerbalWordsmyth,Tweet
@NewWhirrledOdor,@ALT_DOJ,RT
@Liberty2Cynthia,@YoungDems4Trump,RT
@RepublicanSwine,@RepublicanSwine,Tweet
@skilledscribe,@KaceyCleveland,RT
@skilledscribe,@marcorubio,Mention
@wendellbsmith02,@JohnFugelsang,RT
@DoomsdaysCW,@RoseAnnDeMoro,RT
@_MichaelGaston,@CharlesMBlow,RT
@Bblluueess1,@JordanUhl,RT
@Bblluueess1,@OHDems,Mention
@sisteramnesia64,@LindaSuePark,RT
@sisteramnesia64,@SenateGOP,Mention
@earwigtheband,@JimmyMak1,RT
@earwigtheband,@BetsyDeVos,Mention
@macg0877,@StephenAtHome,RT
@RedingThomasina,@BarbaraHMurphy,RT
@RedingThomasina,@PaulaRivera45,Mention
@jmaui8,@danpfeiffer,RT
@clloyda,@khelson10,RT
@clloyda,@flippable_org,Mention
@violet7489,@AmyMek,RT
@olivia_kink,@ItsDanSheehan,RT
@waitwhat,@ScottBatemanMan,RT
@Nola_Tsu,@JoyAnnReid,RT
@senzuqueen,@senzuqueen,Tweet
@mabidex,@seanmdav,RT
@Aroyaldmd,@MrTommyCampbell,RT
@Arianasalsado,@StephenAtHome,RT
@comrade_orange,@KaivanShroff,RT
@cinnamoncamille,@Green_Footballs,RT
@cinnamoncamille,@DrJillStein,Mention
@srauer20,@stevebenen,RT
@Sincerely_Cass,@TheRoot,RT
@gabylifts,@theRza2u,RT
@sarahnewks,@thinkprogress,RT
@TheJuliaNelson,@PersianCeltic,RT
@DeplorableFF,@Cernovich,RT
@iambranwen,@stevesilberman,RT
@iambranwen,@xdelmar59,Mention
@AshCritt,@gogreen18,RT
@SirDopeyy,@StephenAtHome,RT
@michaeliot,@TheToddWilliams,RT
@catwahler,@AmyMek,RT
@JordanCundiff13,@brajadurai,RT
@smsg1234,@yashar,RT
@JuliePousson,@JuliePousson,Tweet
@oluwaboripaul,@CraigCons,RT
@sonomapepper,@Elizasoul80,RT
@bribold1,@sendavidperdue,Reply
@its_angtastic,@Travon,RT
@nathanarussell,@pastors4txkids,RT
@hollschee,@StephenAtHome,RT
@1M_fans,@marcorubio,Reply
@ResaRooney,@SethMacFarlane,RT
@Grady_34,@johnhawkinsrwn,RT
@TR_S_Burg,@JuddLegum,RT
@sadmermaid69,@kumailn,RT
@jurylady5,@Alyssa_Milano,RT
@jurylady5,@robdelaney,Mention
@Adelita7,@GODBLESSAMERIC,RT
@indreamswake,@GeorgeTakei,RT
@carmic14,@1Lcampesino,RT
@BruceLeeRoy,@BruceLeeRoy,Tweet
@Montyferbert,@AmyMek,RT
@AllDayAMazing,@thinkprogress,RT
@porcupunk,@TheLewisBlack,RT
@NiceChess757,@SenSanders,RT
@PrettyPris,@SheWhoVotes,RT
@DocGonzoEsq,@adamjohnsonNYC,RT
@j_zelikova,@SenCoryGardner,Mention
@foggybottomgal,@jobeckerhrw,RT
@ajferrell95,@AltNatParkSer,RT
@tzegani,@wilw,RT
@LizzieOfEarth,@LizzieOfEarth,Tweet
@slate2068,@brajadurai,RT
@Sportsworld716,@yashar,RT
@roper1412,@KatTimpf,RT
@Sibenjam,@MrSpock2017,RT
@Hwarang427,@wilw,RT
@le_feufollet,@ALT_DOJ,RT
@alexisisbestest,@DrTGIF,RT
@LeotheKingTM,@brianklaas,RT
@ErcanLab,@AltNatParkSer,RT
@BlacknTassled,@LabSplice,RT
@gingleberries,@reprotaylor,RT
@gingleberries,@MargaretAtwood,Mention
@BekahHeald,@BekahHeald,Tweet
@mikealbeland,@DHStokyo,RT
@Gatobekittenme,@igorvolsky,RT
@bethwstaton,@danpfeiffer,RT
@Maximill_i_am,@jobeckerhrw,RT
@bromofilibuster,@pattymo,RT
@Papasquale99,@chofmann88,Reply
@Papasquale99,@HeatherMoAndCo,Mention
@Papasquale99,@SenJackReed,Mention
@tiger_girl2000,@RogueCPI,RT
@GClugo,@GeorgeTakei,RT
@AlKaye51,@AlKaye51,Tweet
@AlaskanRadical,@brianklaas,RT
@HappyFeminist,@CharlesMBlow,RT
@DownsviewDan,@jeremyscahill,RT
@MissLadyyLuckk,@MissLadyyLuckk,Tweet
@k_dot_li,@k_dot_li,Tweet
@RayPegPhoto,@imfabulous13,RT
@Useyourname123,@GeorgeTakei,RT
@je_mapelleDEE,@bennydiego,RT
@aurarivera11171,@KatieSpence6,RT
@aurarivera11171,@SenTedCruz,Mention
@aurarivera11171,@BetsyDeVos,Mention
@BreakFixRepeat,@ALT_DOJ,RT
@TheEveningOwl,@jdgrsn,RT
@trudiemonk,@SenRonJohnson,Reply
@naimark1,@naimark1,Tweet
@OakfeathersJS,@La_Lizard,RT
@OakfeathersJS,@JeffFlake,Mention
@covcat,@JuddLegum,RT
@BLUE7IRIS1,@GeorgeTakei,RT
@kristianlaliber,@rmasher2,RT
@MWAgain,@BigStick2013,RT
@mazder,@CharlesMBlow,RT
@mollyday15,@DKMatai,RT
@efunk201,@SethMacFarlane,RT
@ohheyitskatieb,@ALT_DOJ,RT
@Lindsaybubbles,@SethMacFarlane,RT
@ymosko,@charliekirk11,RT
@ymosko,@SenatorDurbin,Mention
@lindsay_ggreene,@BernieSanders,RT
@2momsrule,@PaperClippe,RT
@RudeFulk,@MrSpock2017,RT
@__UVbeats,@itzzkait,RT
@BLBlovesSUMMER,@meldgrace18,RT
@Rosie_poundcake,@nycjayjay,RT
@ikarasj,@TwitchyTeam,RT
@Scottmasitto,@BillyHallowell,RT
@adamcnet,@NBCNews,RT
@adamcnet,@NBCOUT,Mention
@Jensin520,@catvalente,RT
@rhonda_,@linzsports,RT
@rhonda_,@linzsports,Mention
@pyper02,@Pappiness,RT
@LittlestFinch,@ItsDanSheehan,RT
@justmeg1,@AltNatParkSer,RT
@Tortington,@Tortington,Tweet
@MarieAnneIssa,@GeorgeTakei,RT
@CPhT_Kelly,@yashar,RT
@sappyy_sappyy,@ErickFernandez,RT
@KyloKen_,@AltNatParkSer,RT
@kelseyjharkness,@Mary_Clare21,Mention
@ProChoiceGMA,@SethMacFarlane,RT
@Saya_relativity,@GeorgeTakei,RT
@soffhackle,@coopah,RT
@soffhackle,@crooksandliars,Mention
@prince_aaronn,@TheAffinityMag,RT
@deesurgtec,@PRESlDENTBANNON,RT
@tryingalways,@brianklaas,RT
@RobinRahne,@Richard_Schiff,RT
@mariclaire81,@TheLastRefuge2,RT
@peterclik,@iptuttle,Reply
@sweatsinhello,@SethMacFarlane,RT
@glezee81,@POTUS,RT
@kjoerwin,@AltNatParkSer,RT
@amERIKAn_pie1,@LoganHmes,RT
@foggybottomgal,@TribecaFilmIns,RT
@DiamondGrammy,@GeorgeTakei,RT
@PrincessAshton4,@jstew511,RT
@reallyo1,@Brick_04,RT
@MNBrianHall,@jbendery,RT
@jzeleznik,@HawaiiDelilah,RT
@ast910,@DailyLiberal1,RT
@camprosenberg,@Green_Footballs,RT
@camprosenberg,@DrJillStein,Mention
@ResistanceRI,@GeorgeTakei,RT
@liveforrightnow,@SenSanders,RT
@JonTheLyons,@PatToomey,Reply
@Liberty2Cynthia,@AmyMek,RT
@fairygandalf,@Travon,RT
@JRQuinley,@BetsyDeVos,Reply
@JRQuinley,@HolidayInn,Mention
@nobunzhun,@StephenAtHome,RT
@Sergei_Ardzinba,@Sergei_Ardzinba,Tweet
@AlexMimikosyaho,@TrumpPence45,RT
@KennaDMorrow,@KennaDMorrow,Tweet
@EverErika,@CharlesMBlow,RT
@JHAThree,@JHAThree,Tweet
@Pologaracat,@Impeach_D_Trump,RT
@lovemusicbaby45,@NBCNews,RT
@lovemusicbaby45,@NBCOUT,Mention
@aox_25,@misterpatches,RT
@Sevmj,@danpfeiffer,RT
@fnscienceman,@LabSplice,RT
@kueble,@CREDOMobile,RT
@kueble,@SenateGOP,Mention
@rhackman_89,@rhackman_89,Tweet
@ms_opinion,@CharlesMBlow,RT
@StephenBowles1,@stevesilberman,RT
@StephenBowles1,@xdelmar59,Mention
@bingwisdom,@bingwisdom,Tweet
@nitarich,@EdwardTHardy,RT
@ConnorCollett,@OnionPolitics,RT
@davisxgilmore,@jfreewright,RT
@3rdRateRomance,@SethMacFarlane,RT
@smiling_peedee,@JohnFugelsang,RT
@maud18,@kurteichenwald,RT
@kathrynlillian_,@StephenAtHome,RT
@JonhConnorEH,@RogueNASA,RT
@JonhConnorEH,@gizmodo,Mention
@RhysAZ,@JeffFlake,Reply
@RhysAZ,@MacandGaydos,Mention
@RhysAZ,@USDA,Mention
@All_That_Chaz,@All_That_Chaz,Tweet
@NicolasnChavez,@StephenAtHome,RT
@TorontoCroatian,@FiveRights,RT
@ryan_hobbs,@NatBaimel,RT
@snarkytoes,@TheDemocrats,RT
@mcinsc,@GeorgeTakei,RT
@axxme,@People4Bernie,RT
@jaspers_tiny_gf,@RogueNASA,RT
@jaspers_tiny_gf,@gizmodo,Mention
@choir8787,@SenJohnMcCain,Reply
@railmaster87,@NBCNews,RT
@railmaster87,@NBCOUT,Mention
@deepbluecea,@KamalaHarris,RT
@AktionDemograph,@WhiteHouse,Reply
@AktionDemograph,@VP,Mention
@AktionDemograph,@Mike_Pence,Mention
@AktionDemograph,@BetsyDeVos,Mention
@OZthecheesehead,@TheDailyEdge,RT
@tweetermf,@TribecaFilmIns,RT
@KimCatTwit,@SayHillYes,RT
@KimCatTwit,@MarcoRubio,Mention
@CoopEats,@SenFranken,RT
@ekdeplorable,@officialrobgray,RT
@12quinner,@_JakeStevens_,RT
@PrinceDanielv1,@SethMacFarlane,RT
@sophistryshield,@JuddLegum,RT
@lydiamritchie,@LibyaLiberty,RT
@AlisaJass,@audreywatters,RT
@bfm4440,@MMFlint,RT
@terriah01,@danpfeiffer,RT
@l_carhart,@JohnFugelsang,RT
@fel421,@sarahoeffler,RT
@fel421,@SenTedCruz,Mention
@fel421,@BetsyDeVos,Mention
@Eyeinformer,@Pogue,RT
@stshinn,@HeidiHallTN,RT
@jacobesolorio,@orionnichole,RT
